Review,Sentiment,Cleaned_Review,Sentiment_Label,Review_Length,Word_Count
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,director neil labute uses brutal violence to seperate dreams from reality and along with the touching drama and hilarious comedy you can never tell what is going to happen next,Positive,176,30
"Otherwise, don't even waste your time on this.  ",0,otherwise dont even waste your time on this,Negative,43,8
This one just fails to create any real suspense.  ,0,this one just fails to create any real suspense,Negative,47,9
"As for the killer, don't expect anything original or even remotely frightening.  ",0,as for the killer dont expect anything original or even remotely frightening,Negative,76,12
"There is, however, some pretty good acting (at least, for this type of film).  ",1,there is however some pretty good acting at least for this type of film,Positive,71,14
I'm so sorry but I really can't recommend it to anyone.  ,0,im so sorry but i really cant recommend it to anyone,Negative,52,11
"One of the most boring,pointless movies I have ever seen.  ",0,one of the most boringpointless movies i have ever seen,Negative,55,10
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,0,the secondary plot line is incomprehensible and its relation to the primary plot line is mystifying,Negative,99,16
Hated it.  ,0,hated it,Negative,8,2
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,0,this is one of the worst sandra bullock movie since speed but not quite that bad,Negative,80,16
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,i dont understand how this garbage got on the shelves of the movie store its not even a real movie,Negative,98,20
I highly doubt that anyone could ever like this trash.  ,0,i highly doubt that anyone could ever like this trash,Negative,53,10
This is not movie-making.  ,0,this is not moviemaking,Negative,23,4
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,the acting is like watching wooden puppets moving around and reading from a book thats how bad it is,Negative,100,19
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,so i am here to warn youdo not rent this movie it is the dumbest thing you have never seen,Negative,90,20
I saw this short film on HBO the other day and absolutely loved it.  ,1,i saw this short film on hbo the other day and absolutely loved it,Positive,66,14
I didn't realize how wonderful the short really is until the last two scenes.  ,1,i didnt realize how wonderful the short really is until the last two scenes,Positive,75,14
Excellent short film.  ,1,excellent short film,Positive,20,3
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1,hopefully the director james cox can turn the short into a feature length film with the same cast or win us over with a whole new film,Positive,134,27
"I agree with Jessica, this movie is pretty bad.  ",0,i agree with jessica this movie is pretty bad,Negative,45,9
"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,characters are onedimensional even the good guys and especially the bad guys,Negative,76,12
The story line is totally predictable.  ,0,the story line is totally predictable,Negative,37,6
"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,not much dialogue not much music the whole film was shot as elaborately and aesthetically like a sculpture,Positive,106,18
I've seen soap operas more intelligent than this movie.  ,0,ive seen soap operas more intelligent than this movie,Negative,53,9
"Bad characters, bad story and bad acting.  ",0,bad characters bad story and bad acting,Negative,39,7
Really awful.  ,0,really awful,Negative,12,2
Not easy to watch.  ,0,not easy to watch,Negative,17,4
"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,funny clever hip just like prays previous film hype,Positive,51,9
It was a long time that i didn't see a so charismatic actor on screen.  ,1,it was a long time that i didnt see a so charismatic actor on screen,Positive,68,15
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,paolo sorrentino has written a wonderful story about loneliness and tony has built one of the most unforgettable characters seen in movies in recent years,Positive,154,25
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1,the movie is not completely perfect but titta di girolamo will stay with you for a long time after the vision of the movie,Positive,122,24
I rate this movie 9/10.  ,1,i rate this movie,Positive,17,4
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1,i do not know if this was emilio estevezs directorial debut but the pacing the interplay and development of the characters as well as some clever camera work surrounding the character estevez plays all suggest a natural eye,Positive,223,38
